EIN,Name,Address,City,State,Zip,Revenue,
820471629,POCATELLO ZOOLOGICAL SOCIETY INC,3101 AVENUE OF THE CHIEFS,POCATELLO,ID,83204-2135,"$165,193",
721549177,DAKOTA ZOOLOGICAL SOCIETY ENDOWMENT FUND INC,PO BOX 711,BISMARCK,ND,58502-0711,"$161,627",
237131811,MICHIGAN CITY ZOOLOGICAL SOCIETY INC,PO BOX 315,MICHIGAN CITY,IN,46361-0315,"$155,421",
383230460,DOMINOS FARMS PETTING FARM,PO BOX 445,ANN ARBOR,MI,48106-0045,"$151,903",
260671367,AQUARIUM AT ROCKPORT HARBOR INC,706 NAVIGATION CIR,ROCKPORT,TX,78382-2779,"$147,506",
203536638,AQUARIUM OF BOISE INC,64 N COLE RD,BOISE,ID,83704-9105,"$143,249",
480833863,FRIENDS OF RIVERSIDE PARK ANDZOO ASSOCIATION INC,PO BOX 9,INDEPENDENCE,KS,67301-0009,"$140,611",
800621059,GRAND VALLEY ZOOLOGICAL QUEST,404 JURASSIC AVE A,FRUITA,CO,81521-7704,"$140,414",
480912929,EMPORIA FRIENDS OF THE ZOO INC,PO BOX 345,EMPORIA,KS,66801-0345,"$136,211",
263220166,GREAT LAKES ZOOLOGICAL SOCIETY,2395 S HURON PKWY STE 100,ANN ARBOR,MI,48104-5170,"$132,341",
650797196,COMMUNITY CASE MANAGEMENT INC,18425 NW 2ND AVE STE 312,MIAMI,FL,33169-4573,"$129,085",
592899571,PIER AQUARIUM INC,244 SECOND AVE N,ST PETERSBURG,FL,33701-3306,"$128,596",
262753192,TZU ZOO RESCUE,4101 POLSTAR DR,PLANO,TX,75093-6012,"$126,243",
900217980,FRIENDS OF THE BERGEN COUNTY ZOO INC,216 FOREST AVE,PARAMUS,NJ,07652-5349,"$117,066",
272019217,WILDERNESS PARADISE EDUCATIONAL AND ZOOLOGICAL PARK INC,14101 GUN CLUB RD,OKMULGEE,OK,74447-9346,"$116,272",
201917394,PHOENIX ZOO AUXILIARY,455 N GALVIN PKWY,PHOENIX,AZ,85008-3431,"$115,036",
542167319,YOUTH SAFETY COUNCIL OF VERMONT INC,PO BOX 991,MIDDLEBURY,VT,05753-0991,"$110,492",
263064303,BEAR PATH ACRES ANIMAL EDUCATIONAL CENTER,34574 SMITHS FERRY RD,FRANKLIN,VA,23851-4518,"$105,713",
455250037,FRIENDS OF THE CHARLES PADDOCK ZOO INCORPORATED,9305 PISMO AVE,ATASCADERO,CA,93422-4939,"$105,496",
411885810,PRESIDENTS COUNCIL OF PHA HIGHRISES OF ST PAUL,555 WABASHA ST N STE 400,SAINT PAUL,MN,55102-1602,"$105,160",
481186674,CEDAR COVE FELINE CONSERVATION PARK INC,3783 K68 HWY,LOUISBURG,KS,66053-8127,"$104,773",
271125802,ZOOLOGY FOUNDATION AT CROOKED WILLOW FARMS,10554 S PERRY PARK RD,LARKSPUR,CO,80118-7610,"$102,435",
480855669,FRIENDS OF SUNSET ZOO INC,2333 OAK ST,MANHATTAN,KS,66502-3824,"$96,168",
10412171,KISMA PRESERVE,PO BOX 84,TRENTON,ME,04605-0084,"$91,681",
510183465,FRIENDS OF THE LAFAYETTE ZOO INC,1915 SCOTT ST,LAFAYETTE,IN,47904-2929,"$90,781",
582206968,CHESTATEE WILDLIFE PRESERVE INC,469 OLD DAHLONEGA HWY,DAHLONEGA,GA,30533-5745,"$88,740",
371114494,SPRINGFIELD ZOOLOGICAL SOCIETY INC,1100 EAST LAKE DRIVE,SPRINGFIELD,IL,62712-5536,"$87,840",
570654589,FRIENDS OF THE GREENVILLE ZOO INC,150 CLEVELAND PARK DR,GREENVILLE,SC,29601-3147,"$82,622",
201500502,ZOO OUTREACH ORGANIZATION,PO BOX 1511,HIGH SPRINGS,FL,32655-1511,"$79,841",
391701591,LINCOLN PARK ZOOLOGICAL SOCIETY OF MANITOWOC COUNTY,PO BOX 321,MANITOWOC,WI,54221-0321,"$73,997",
204151013,HOPE IN THE VALLEY EQUINE RESCUEAND SANCTUARY INC,9025 N BROADWAY ST,VALLEY CENTER,KS,67147-8883,"$73,032",
464035568,WILDLIFE EDUCATION AND REHABILITATION OF LOUISIANA INC,PO BOX 771,BENTON,LA,71006-0771,"$72,416",
582304251,GREENVILLE ZOO EDUCATIONAL FOUNDATION INC,150 CLEVELAND PARK DR,GREENVILLE,SC,29601-3147,"$69,172",
720978369,LOUISIANA PURCHASE ZOOLOGICAL SOCIETY,PO BOX 155,MONROE,LA,71210-0155,"$68,319",
481015493,HUTCHINSON FRIENDS OF THE ZOO INC,PO BOX 2674,HUTCHINSON,KS,67504-2674,"$65,011",
311769189,ZSL AMERICA INC,1000 N WEST ST STE 1200,WILMINGTON,DE,19801-1058,"$63,264",
270457726,ZOOVILLE USA,4702 COOPER RD,PLANT CITY,FL,33565-3642,"$62,824",
651315102,FLORIDA INTERNATIONAL TEACHING ZOO INC,PO BOX 2319,BELLEVIEW,FL,34421-2319,"$60,835",
461818020,AUSTIN ZOOLOGICAL SOCIETY INC,PO BOX 1306,DRIPPING SPGS,TX,78620-1306,"$57,250",
582518635,MOBILE ZOO,15161 WARD RD W,WILMER,AL,36587-4011,"$53,441",
363668993,ASSOCIATION OF ZOO AND AQUARIUM DOCENTS AND VOLUNTEERS,2302 63RD ST W,BRADENTON,FL,34209-5507,"$52,687",
200052286,WILDLIFE EDUCATIONAL SERVICES INC,4140 N 600 W,GREENCASTLE,IN,46135-0000,"$51,824",
861145555,ZOOFARI INCORPORATED,PO BOX 78762,CORONA,CA,92877-0158,"$51,731",
942783698,FRIENDS OF THE FOLSOM ZOO INCORPORATED,PO BOX 704,FOLSOM,CA,95763-0704,"$50,826",
272982961,AKRON ZOOLOGICAL FOUNDATION INC,500 EDGEWOOD AVE,AKRON,OH,44307-2199,"$47,265",
263891762,MAD DOG WATER POLO,14792 CLAYTON RD,BALLWIN,MO,63011-2634,"$45,810",
237069912,THE FRANK BUCK ZOOLOGICAL SOCIETY,PO BOX 621,GAINESVILLE,TX,76241-0621,"$44,410",
237359790,WILDWOOD PARK ZOOLOGICAL SOCIETY INC OF MARSHFIELD WISCONSIN,PO BOX 523,MARSHFIELD,WI,54449-0523,"$39,576",
593406946,FLORIDA AQUARIUM FOUNDATION INC,701 CHANNELSIDE DR,TAMPA,FL,33602-5600,"$38,089",
721245195,FRIENDS OF THE ZOO OF ACADIANA INC,116 LAKEVIEW DR,BROUSSARD,LA,70518-8004,"$35,236",
30448912,SAFARI TODD WILDLIFE PRODUCTIONS INC,4983 BROOK RD,KISSIMMEE,FL,34758-2216,"$35,195",
391814102,FRIENDS OF THE IRVINE PARK ZOO INC,PO BOX 71,CHIPPEWA FLS,WI,54729-0071,"$33,308",
454954342,GREATER CLEVELAND AQUARIUM EDUCATION FUND,2000 SYCAMORE ST,CLEVELAND,OH,44113-2347,"$32,379",
454954342,GREATER CLEVELAND AQUARIUM EDUCATION FUND,2000 SYCAMORE ST,CLEVELAND,OH,44113-2347,"$32,379",
200000023,SAM AND CHRISTINE TROPHIA BUTTERFLY RESEARCH AND EDUCATION CENTER INC,PO BOX 6623,KEY WEST,FL,33041-6623,"$31,900",
521427780,POTOMAC VALLEY AQUARIUM SOCIETY INC GERALD HOFFMAN,PO BOX 664,MERRIFIELD,VA,22116-0664,"$31,486",
521427780,POTOMAC VALLEY AQUARIUM SOCIETY INC GERALD HOFFMAN,PO BOX 664,MERRIFIELD,VA,22116-0664,"$31,486",
30608822,THE ZOO INC,PO BOX 151896,ELY,NV,89315-1212,"$29,429",
640830535,HATTIESBURG ZOOLOGICAL SOCIETY INC,PO BOX 18574,HATTIESBURG,MS,39404-8574,"$28,979",
770011580,MERCED ZOOLOGICAL SOCIETY,PO BOX 408,MERCED,CA,95341-0408,"$25,880",
112461838,BROOKLYN AQUARIUM SOCIETY INC,2751 CONEY ISLAND AVE,BROOKLYN,NY,11235-5004,"$24,561",
112461838,BROOKLYN AQUARIUM SOCIETY INC,2751 CONEY ISLAND AVE,BROOKLYN,NY,11235-5004,"$24,561",
222544006,FRIENDS OF CAPRON PARK ZOO INC,PO BOX 821,ATTLEBORO,MA,02703-0014,"$23,604",
366206212,EWING ZOO FOUNDATION,109 E OLIVE ST,BLOOMINGTON,IL,61701-5217,"$21,485",
465309602,AQUAJAX INC,3832-10 BAYMEADOWS RD STE 183,JACKSONVILLE,FL,32217-5606,"$16,104",
931166963,GARDINER-REEDSPORT SALMON TROUT ENHANCEMENT PROGRAM STEP INC,PO BOX 235,REEDSPORT,OR,97467-0235,"$10,218",
272534871,FAIRVIEW ZOOLOGICAL FARM INC,1754 123RD AVE,WAPELLO,IA,52653-9550,"$10,000",
223334951,NEW ENGLAND AQUARIUM MARINE LIFE CENTER INC,177 MILK ST,BOSTON,MA,02109-3404,"$10,000",
320261515,UNITED STATES ZOOLOGICAL ASSOCIATION,25803 N COUNTRY ROAD,WYNNEWOOD,OK,73098-0000,"$8,828",
331060757,ZOO SAFARI INC,5301 EAR BOB RD,LOCUST GROVE,OK,74352-3383,"$8,284",
800362248,AMARILLO ZOOLOGICAL SOCIETY INC,PO BOX 1971,AMARILLO,TX,79105-1971,"$8,084",
341911811,CLEVELAND AQUARIUM INC,3412 RIDGE PARK DR,BROADVIEW HTS,OH,44147-2038,"$6,553",
752988054,BEAUFORT AQUARIUM INC,PO BOX 608,PORT ROYAL,SC,29935-0608,"$3,718",
920159854,ALASKA ZOO FOUNDATION,4731 OMALLEY RD,ANCHORAGE,AK,99507-6573,"$3,000",
161365762,SENECA ZOO SOCIETY DEVELOPMENT FUND INC,2222 SAINT PAUL ST,ROCHESTER,NY,14621-1029,"$1,647",
810510261,ZOOMONTANA FOUNDATION,2100 S SHILOH RD,BILLINGS,MT,59106-3908,$282,
330441729,ORANGE COUNTY ZOOLOGICAL SOCIETY,3055 W ORANGE STE 104,ORANGE,CA,92804-0000,$11,
237090795,ALABAMA ZOOLOGICAL SOCIETY,2630 CAHABA RD,MOUNTAIN BRK,AL,35223-1106,$0,
582010054,ARCHES INC,3101 BURRITT DR SE,HUNTSVILLE,AL,35801-1142,$0,
562421982,DOGS ONLY INC,PO BOX 251412,LITTLE ROCK,AR,72225-1412,$0,
861158055,COVENANT FARM INC,906 W LOUISIANA ST,BEEBE,AR,72012-2626,$0,
582084703,RIVERGLEN TIGER SHELTER,PO BOX 14,MOUNTAINBURG,AR,72946-0014,$0,
581969892,FRIENDS OF THE CROSSETT ZOO,506 E 13TH AVE,CROSSETT,AR,71635-3608,$0,
942911675,SOUTHERN ARIZONA VETERINARY MEDICAL ASSOCIATION,PO BOX 65832,TUCSON,AZ,85728-5832,$0,
465722865,ODYSEA AQUARIUM FOUNDATION INC,5900 N GRANITE REEF RD STE 200,SCOTTSDALE,AZ,85250-6280,$0,
262835562,MEETING WITH A GIANT INC,PO BOX 142,CAMINO,CA,95709-0142,$0,
463675600,BEVERLY HILLS CHILDRENS ZOO INC,127 N DOHENY DR,BEVERLY HILLS,CA,90211-1810,$0,
680427039,SAN FRANCISCO BAY AREA KOI CLUB,1050 LARCH AVE,MORAGA,CA,94556-1853,$0,
770372604,CENTRAL COAST AQUARIUM SOCIETY,1435 SHELL BEACH RD,SHELL BEACH,CA,93449-1955,$0,
770563022,OJAI VALLEY WHALE SOCIETY,PO BOX 282,OJAI,CA,93024-0282,$0,
912172286,TEEN VOLUNTEERS IN ACTION-SD1,2683 VIA DE LA VALLE STE G-205,DEL MAR,CA,92014-1911,$0,
931038589,AMERICAN ASSOCIATION OF ZOO KEEPERS,1 ZOO RD,SAN FRANCISCO,CA,94132-1027,$0,
262705836,SAN DIEGO MARINE AQUARIUM SOCIETY,PO BOX 600104,SAN DIEGO,CA,92160-0104,$0,
208456251,FOUNDATION OF THE ZOOLOGICALSOCIETY OF SAN DIEGO,PO BOX 120551,SAN DIEGO,CA,92112-0551,$0,
262941444,ZOOTOPIA,11554 STONEY BROOK CT,BEAUMONT,CA,92223-8029,$0,
463880932,ZOOLOGICAL DISCOVERY CENTER,PO BOX 271362,LITTLETON,CO,80127-0023,$0,
846038359,COLORADO AQUARIUM SOCIETY INC,PO BOX 1253,ARVADA,CO,80001-1253,$0,
454884615,MILFORD AQUARIUM INC,79 IVY LN,MILFORD,DE,19963-6382,$0,
320252098,INTERNATIONAL RHINO KEEPER ASSOCIATION,581705 WHITE OAK RD,YULEE,FL,32097-2169,$0,
650238309,NEW WORLD AQUARIUM INC,401 SW 2ND ST,FT LAUDERDALE,FL,33312-1707,$0,
593056325,GENESIS ZOOLOGICAL CENTER INC,PO BOX 1523,POLK CITY,FL,33868-1523,$0,
161665513,TAMPA BAY AQUARIUM SOCIETY,PO BOX 27044,TAMPA,FL,33623-7044,$0,
591576192,NORTH AMERICAN ZOOLOGICAL FOUNDATION,1666 79TH ST CSWY STE 300,NORTH BAY VLG,FL,33141-4189,$0,
261789113,SOUTHWEST FLORIDA MARINE AQUARIUM SOCIETY INC,PO BOX 62322,FORT MYERS,FL,33906-2322,$0,
475674817,HAVEN ZOO INC,4500 CLIPPER BAY RD,DULUTH,GA,30096-7001,$0,
611271373,MARINE AQUARIUM SOCIETIES OF NORTH AMERICA MASNA,PO BOX 105603,ATLANTA,GA,30348-5603,$0,
582525307,ZOOLOGICAL FOUNDATION OF GEORGIA INC,800 CHEROKEE AVE SE,ATLANTA,GA,30315-1470,$0,
223884232,ART ON THE ZOO FENCE INC,92-644 AAHUALII ST,KAPOLEI,HI,96707-1165,$0,
311640963,HONOLULU AQUARIUM SOCIETY,PO BOX 235791,HONOLULU,HI,96823-3513,$0,
421447097,MOUNT AYR PRESERVATION INC,201 E MONROE ST,MOUNT AYR,IA,50854-1726,$0,
421514648,FRIENDS OF OLESON PARK ZOO,PO BOX 33,FORT DODGE,IA,50501-0033,$0,
421207367,EASTERN IOWA AQUARIUM ASSOCIATION,PO BOX 2327,CEDAR RAPIDS,IA,52406-2327,$0,
421022531,SUNRISE CHILDRENS ZOO INC,PO BOX 1102,WATERLOO,IA,50704-1102,$0,
421053874,DUBUQUE CHILDRENS ZOO BOOSTERS,PO BOX 703,DUBUQUE,IA,52004-0703,$0,
421207367,EASTERN IOWA AQUARIUM ASSOCIATION,PO BOX 2327,CEDAR RAPIDS,IA,52406-2327,$0,
454088302,CHICAGO MARINE AQUARIUM SOCIETY,2268 WOODVIEW LN,PARK RIDGE,IL,60068-1042,$0,
272138872,ROCKFORD AQUARIUM,3616 STUBAI TRL,ROCKFORD,IL,61114-7335,$0,
462618515,FRIENDS OF LORD PARK ZOO INC,PO BOX 1187,ELGIN,IL,60121-1187,$0,
263337232,AQUARIUM FISH SANCTUARY,3652 S HAMILTON AVE,CHICAGO,IL,60609-1143,$0,
454088302,CHICAGO MARINE AQUARIUM SOCIETY,2268 WOODVIEW LN,PARK RIDGE,IL,60068-1042,$0,
272138872,ROCKFORD AQUARIUM,3616 STUBAI TRL,ROCKFORD,IL,61114-7335,$0,
351802210,HOOSIER HERPETOLOGICAL SOCIETY INC,PO BOX 40544,INDIANAPOLIS,IN,46240-0544,$0,
351895994,CIRCLE CITY AQUARIUM CLUB INCORPORATED,4816 E 64TH ST,INDIANAPOLIS,IN,46220-4728,$0,
431778972,GREAT BEND ZOOLOGICAL SOCIETY INC,PO BOX J,GREAT BEND,KS,67530-8010,$0,
481096978,SUNSET ZOOLOGICAL PARK AND WILDLIFE CONSERVATION TRUST FOUNDATION,330 N 17TH,MANHATTAN,KS,66502-4284,$0,
471835744,SOUTHEAST LOUISIANA AQUARIUM SOCIETY,7575 JEFFERSON HWY BIN 38,BATON ROUGE,LA,70806-0000,$0,
204985751,OCEANUS THE INLAND REEF INC,641 HIGHLAND ST,NORTHBRIDGE,MA,01534-1114,$0,
474131168,BROWN DOG COALITION AND RESCUE LIMITED,4 ANDREA DR,HOPKINTON,MA,01748-2027,$0,
465650707,CHILDRENS AQUARIUM AND EXPLORATION CENTER OF GREATER FALL RIVER INC,108 WHITTIER ST,FALL RIVER,MA,02724-1038,$0,
42654320,MASSACHUSETTS MARINE EDUCATORS NEW ENGLAND AQUARIUM,CENTRAL WHARF,BOSTON,MA,02110-0000,$0,
42654320,MASSACHUSETTS MARINE EDUCATORS NEW ENGLAND AQUARIUM,CENTRAL WHARF,BOSTON,MA,02110-0000,$0,
464847855,READY GOLF ACADEMY,15507 GLASTONBURY WAY,UPPR MARLBORO,MD,20774-8033,$0,
943211210,CATALINA 320 INTERNATIONAL ASSOCIATION,9501 SWEET GRASS RDG,COLUMBIA,MD,21046-2008,$0,
262511504,COMMITTEE FOR THE ZOOS FUTURE,8450 W 10 MILE RD,ROYAL OAK,MI,48067-3001,$0,
611657732,FRIENDS OF THE SCIDMORE PARK PETTING ZOO INC,617 THOMAS ST APT 11,THREE RIVERS,MI,49093-2716,$0,
461459473,POTTER PARK ZOOLOGICAL SOCIETY DOCENT AND VOLUNTEER ASSOCIATION,1301 S PENNSYLVANIA AVE,LANSING,MI,48912-1646,$0,
383724063,MARINELIFE AQUARIUM SOCIETY OF MICHIGAN,4680 SHERBOURNE AVE,WATERFORD,MI,48327-3255,$0,
237328721,GREATER DETROIT AQUARIUM SOCIETY,2101 N VERMONT AVE,ROYAL OAK,MI,48073-4203,$0,
264767031,SUSTAINABLE SAFARI,PO BOX 326,SCANDIA,MN,55073-0326,$0,
274913369,PRESIDENTS COUNCIL OF PHA HIGHRISES OF ST PAUL,469 ADA ST,SAINT PAUL,MN,55107-2303,$0,
274936075,PRESIDENTS COUNCIL OF PHA HIGHRISES OF ST PAUL,727 FRONT STREET,SAINT PAUL,MN,55103-1475,$0,
274936816,PRESIDENTS COUNCIL OF PHA HIGHRISES OF ST PAUL,777 HAMLINE AVE N,SAINT PAUL,MN,55104-1362,$0,
274950131,PRESIDENTS COUNCIL OF PHA HIGHRISES OF ST PAUL,10 EXCHANGE ST W,SAINT PAUL,MN,55102-1046,$0,
274950819,PRESIDENTS COUNCIL OF PHA HIGHRISES OF ST PAUL,1743 IOWA AVE E,SAINT PAUL,MN,55106-1300,$0,
262517512,TWIN CITIES MARINE AQUARIUM SOCIETY,8736 WOODLAWN DR,ROCKFORD,MN,55373-9658,$0,
262517512,TWIN CITIES MARINE AQUARIUM SOCIETY,8736 WOODLAWN DR,ROCKFORD,MN,55373-9658,$0,
202721615,MONKEY ISLAND RESCUE AND ZOOLOGICAL SANCTUARY,14505 S HARRIS RD,GREENWOOD,MO,64034-9388,$0,
464960863,WAVE AQUARIUMS INC,2882 BUCKINGHAM DR,FLORISSANT,MO,63033-1108,$0,
320433315,HEART OF AMERICA AQUARIUM SOCIETY OF KANSAS CITY,305 EAGLE GLEN DR,RAYMORE,MO,64083-9577,$0,
264303524,MERIDIAN ZOOLOGICAL PARK INC,7404 OLD HWY 80 WEST,MERIDIAN,MS,39307-0000,$0,
640933460,JACKSON ZOO FOUNDATION,2918 W CAPITOL ST,JACKSON,MS,39209-4236,$0,
260751047,BROKEN WHEEL PETTING FARM,3900 WYLIE DR,HELENA,MT,59602-8808,$0,
462090242,ZOOTASTIC CONSERVATION,448 PILCH RD,TROUTMAN,NC,28166-8783,$0,
582410844,DESIRE YOUTH SPORTS & EDUCATIONAL SERVICES,3112 DENHEM CT,MATTHEWS,NC,28105-8463,$0,
450392742,CHAHINKAPA ZOO SUSTAINING FUND,PO BOX 1326,WAHPETON,ND,58074-1326,$0,
800212122,GREATER OMAHA CAGE BIRD SOCIETY,2832 LUCHT LN,OMAHA,NE,68152-5252,$0,
20504131,CITIZENS FOR A SEACOAST AQUARIUM,PO BOX 8003,PORTSMOUTH,NH,03802-8003,$0,
541853485,KIDD CONNECTION,PO BOX 2212,CORRALES,NM,87048-2212,$0,
850346018,ALAMOGORDO FRIENDS OF THE ZOO INC,PO BOX 596,ALAMOGORDO,NM,88311-0596,$0,
273759886,WILD ADVENTURES ZOO INC,9332 ASPEN SHADOW ST,LAS VEGAS,NV,89178-5512,$0,
20574476,GREATEST CITY AQUARIUM SOCIETY INC,58 PLYMOUTH RD,GREAT NECK,NY,11023-1664,$0,
371604875,NOAHS PARK RETREAT INC,48 MAPLE AVE,GOSHEN,NY,10924-6704,$0,
800831931,NASSAU COUNTY AQUARIUM SOCIETY INC,1616 DEWEY AVE,N BELLMORE,NY,11710-2135,$0,
263632538,CENTRAL NEW YORK AQUARIUM SOCIETY,C/O 923 WADSWORTH ST,SYRACUSE,NY,13208-0000,$0,
263632538,CENTRAL NEW YORK AQUARIUM SOCIETY,C/O 923 WADSWORTH ST,SYRACUSE,NY,13208-0000,$0,
132905419,ZOOLOGICAL KINGDOM INC,2300 SOUTH BLVD,BRONX,NY,10460-0000,$0,
300220780,OHIO ZOO CONSORTIUM,9990 RIVERSIDE DRIVE BOX 400,POWELL,OH,43065-9606,$0,
311395297,GREATER CINCINNATI AQUARIUM SOCIETY,PO BOX 40477,CINCINNATI,OH,45240-0477,$0,
351919078,AQUARIUM AND ZOO FACILITIES ASSOCIATION INC,3900 WILDLIFE WAY,CLEVELAND,OH,44109-3132,$0,
311395297,GREATER CINCINNATI AQUARIUM SOCIETY,PO BOX 40477,CINCINNATI,OH,45240-0477,$0,
731582685,TULSA ZOO FRIENDS FOUNDATION,6421 E 36TH ST N,TULSA,OK,74115-2121,$0,
465038819,BELMONT GOATS,3948 N CONCORD AVE,PORTLAND,OR,97227-1012,$0,
232583430,BUCKS COUNTY AQUARIUM SOCIETY LTD,1 OVER RD,FSTRVL TRVOSE,PA,19053-3312,$0,
204283890,NORTH CENTRAL PENNSYLVANIA AQUARIUM REEF SOCIETY INC,1110 WALNUT ST,WILLIAMSPORT,PA,17701-2039,$0,
251787154,GREATER PITTSBURGH AQUARIUM SOCIETY INC,PO BOX 22452,PITTSBURGH,PA,15222-0452,$0,
204283890,NORTH CENTRAL PENNSYLVANIA AQUARIUM REEF SOCIETY INC,1110 WALNUT ST,WILLIAMSPORT,PA,17701-2039,$0,
251787154,GREATER PITTSBURGH AQUARIUM SOCIETY INC,PO BOX 22452,PITTSBURGH,PA,15222-0452,$0,
232583430,BUCKS COUNTY AQUARIUM SOCIETY LTD,1 OVER RD,FSTRVL TRVOSE,PA,19053-3312,$0,
251757984,PENNSYLVANIA ZOOLOGICAL COUNCIL,423 W 38TH ST,ERIE,PA,16508-2701,$0,
272586266,OCEANS AQUARIUM RESEARCH & SCIENCE CENTER,1260 MAIN ST,COVENTRY,RI,02816-8434,$0,
200804843,COLUMBIA MARINE AQUARIUM CLUB,101 LANDER DR,WEST COLUMBIA,SC,29169-2308,$0,
200804843,COLUMBIA MARINE AQUARIUM CLUB,101 LANDER DR,WEST COLUMBIA,SC,29169-2308,$0,
621461503,AMERICAN ASSOCIATION OF ZOO KEEPERS,2000 PENTISS PLACE,MEMPHIS,TN,38112-0000,$0,
621648605,THE TENNESSEE AQUARIUM CONSERVATION INSTITUTE,PO BOX 11048,CHATTANOOGA,TN,37401-2048,$0,
463002726,RGV VIPERS FOUNDATION,4500 N 10TH ST STE 315,MCALLEN,TX,78504-2919,$0,
741699532,ALAMO EXHIBITION BIRD CLUB INC,PO BOX 47910,SAN ANTONIO,TX,78265-8910,$0,
752893052,NORTH RIDGE ZOO CREW,1005 GROVER AVE,LUBBOCK,TX,79416-5039,$0,
751650297,DALLAS ZOO DOCENTS INCORPORATED,1036 SILVERTHORN CT,MESQUITE,TX,75150-2903,$0,
742583656,DOCENT COUNCIL OF THE GLADYS PORTER ZOO,500 E RINGGOLD ST,BROWNSVILLE,TX,78520-7918,$0,
752981833,MARINE AQUARIUM & REEF SOCIETY OF HOUSTON INC,223 DARBY TRAILS DR,SUGAR LAND,TX,77479-5244,$0,
472413408,FRIENDS OF THE TEXAS STATE AQUARIUM,2710 N SHORELINE BLVD,CORP CHRISTI,TX,78402-1004,$0,
364516244,CAPITAL OF TEXAS ZOOLOGICAL SOCIETY,376A JENKINS RD,CEDAR CREEK,TX,78612-3792,$0,
760664830,REVAS PETTING ZOO,1422 GENTLE BEND DR,MISSOURI CITY,TX,77489-4110,$0,
43588455,DALLAS FORT WORTH MARINE AQUARIUM SOCIETY,PO BOX 361,DENTON,TX,76202-0361,$0,
743017268,TEXAS ZOO ENDOWMENT TRUST,110 MEMORIAL DR,VICTORIA,TX,77901-6334,$0,
208623830,THE ZOO ART AND PARKS PRESERVATION COMMITTEE,301 S WAKARA WAY,SALT LAKE CTY,UT,84108-1214,$0,
203440647,WASATCH MARINE AQUARIUM SOCIETY,6634 S 5135 W,WEST JORDAN,UT,84081-4787,$0,
264671792,RIVER BIRCH ANIMAL FARM,PO BOX 159,LOCUST HILL,VA,23092-0159,$0,
474113586,OPERATION SAVE A SHELTER DOG,6150 W BLACKWATER RD,ZUNI,VA,23898-3002,$0,
521303598,AMERICAN ASSOCIATION FOR ZOOLOGICAL NOMENCLATURE,2968 WILSON AVE,OAKTON,VA,22124-1714,$0,
202807416,BELLEVUE GIRLS LACROSSE CLUB,PO BOX 11,MEDINA,WA,98039-0011,$0,
916060966,INLAND NORTHWEST ANIMAL SANCTUARY,16602 N DAY MT SPOKANE RD,MEAD,WA,99021-8764,$0,
10560022,A WEEK ON THE FARM INC,N9565 TAMARACK RD,EAGLE,WI,53119-1917,$0,
475465569,MYRICK PARK COMMUNITY INC,410 LOSEY BLVD N,LA CROSSE,WI,54601-3934,$0,
391642111,GREEN BAY AQUARIUM SOCIETY,2785 PAMELA DR,GREEN BAY,WI,54302-5133,$0,
300668473,ZOOLOGICAL SOCIETY OF KEWAUNEE COUNTY INC,E4280 COUNTY ROAD F,KEWAUNEE,WI,54216-9724,$0,
391383516,OSHKOSH ZOOLOGICAL SOCIETY INC,PO BOX 394,OSHKOSH,WI,54903-0394,$0,
391483376,FRIENDS OF THE BARABOO ZOO INC,124 2ND ST STE 17,BARABOO,WI,53913-2470,$0,
391642111,GREEN BAY AQUARIUM SOCIETY,2785 PAMELA DR,GREEN BAY,WI,54302-5133,$0,
463088949,FLORIDA MARINE AQUARIUM SOCIETY INC,13401 SW 82ND ST,MIAMI,FL,33183-4124,"-$3,091",
912152171,BLANCHE AND GENE NAY FOUNDATION,PO BOX 2736,BIG BEAR CITY,CA,92314-2736,"-$15,620",
680562887,NOAHS ARK ANIMAL RESCUE INC,818 WILDFLOWER LN,ROGERS,AR,72756-7658,,
860977121,RUNNIN W WILDLIFE CENTER INC,PO BOX 980,CORNVILLE,AZ,86325-0980,,
860792803,SONORAN SEA AQUARIUM,1805 S CEYLON PL,TUCSON,AZ,85748-7602,,
770150580,MONTEREY BAY AQUARIUM RESEARCH INSTITUTE,7700 SANDHOLDT RD,MOSS LANDING,CA,95039-9644,,
841293023,PUEBLO ZOOLOGICAL SOCIETY FOUNDATION,3455 NUCKOLLS AVE,PUEBLO,CO,81005-1234,,
208682363,ZOOLOGIK R FOUNDATION,2198 W 15TH ST,LOVELAND,CO,80538-3514,,
263644986,LIONSHARE EDUCATION ORGANIZATION INC,404 TACONIC RD,GREENWICH,CT,06831-2849,,
261588218,WITTE V FBO CINCINNATI ZOO,500 DELAWARE AVE STE 900,WILMINGTON,DE,19801-7409,,
471610822,FORT MYERS AQUARIUM SOCIETY,3024 SE 5TH PL,CAPE CORAL,FL,33904-3411,,
474997521,PALM BEACH MARINE AQUARIUM SOCIETY INC,7165 AVOCADO BLVD,WEST PALM BCH,FL,33412-2138,,
465436388,GEORGIA ZOOLOGICAL SOCIETY INC,2151 EATONTON RD BLDG E,MADISON,GA,30650-5088,,
462348241,EAST IDAHO AQUARIUM CORPORATION,160 N 1ST W APT 56,REXBURG,ID,83440-1560,,
463295868,FRIENDS OF SUMMERFIELD ZOO INC OF IL,3088 FLORA RD,BELVIDERE,IL,61008-9342,,
475541839,SABLE INC,125 N COUNTY ROAD 425E,ARCOLA,IL,61910-3756,,
